                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2754,                 1.2395,                 1.2462,                0.94203,                0.86867,                0.93901,                0.53076,                  1.427,                0.85438,                 1.3582,             0.00066616,             0.00066616,             0.00066616
